,GeoName,ComponentName,IndustryClassification,Description,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
23110,Iowa,Taxes on production and imports,525,"Funds, trusts, and other financial vehicles",3.0,3.0,4.0,5.0,7.0,10.0,5.0,19.0,4.0,3.0,0.0
23112,Iowa,Taxes on production and imports,531,Real estate,1614.0,1762.0,1809.0,1890.0,1880.0,2006.0,2021.0,2110.0,2268.0,2245.0,0.0
23113,Iowa,Taxes on production and imports,532-533,Rental and leasing services and lessors of intangible assets,73.0,79.0,83.0,86.0,71.0,81.0,79.0,87.0,99.0,100.0,0.0
23116,Iowa,Taxes on production and imports,5411,Legal services,34.0,33.0,29.0,26.0,23.0,22.0,23.0,22.0,26.0,31.0,0.0
23117,Iowa,Taxes on production and imports,5415,Computer systems design and related services,16.0,18.0,19.0,21.0,22.0,22.0,27.0,31.0,34.0,32.0,0.0
23118,Iowa,Taxes on production and imports,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",41.0,45.0,47.0,50.0,59.0,62.0,62.0,66.0,71.0,72.0,0.0
23119,Iowa,Taxes on production and imports,55,Management of companies and enterprises,31.0,36.0,38.0,44.0,40.0,41.0,40.0,45.0,48.0,46.0,0.0
23121,Iowa,Taxes on production and imports,561,Administrative and support services,54.0,60.0,63.0,67.0,65.0,62.0,65.0,69.0,77.0,73.0,0.0
23122,Iowa,Taxes on production and imports,562,Waste management and remediation services,8.0,8.0,8.0,9.0,9.0,10.0,10.0,11.0,12.0,12.0,0.0
23124,Iowa,Taxes on production and imports,61,Educational services,53.0,55.0,57.0,59.0,50.0,56.0,58.0,61.0,63.0,65.0,0.0
23126,Iowa,Taxes on production and imports,621,Ambulatory health care services,53.0,54.0,53.0,57.0,50.0,55.0,56.0,58.0,61.0,62.0,0.0
23127,Iowa,Taxes on production and imports,622-623,Hospitals and nursing and residential care facilities,113.0,120.0,122.0,131.0,120.0,131.0,132.0,141.0,156.0,158.0,0.0
23128,Iowa,Taxes on production and imports,624,Social assistance,9.0,9.0,9.0,10.0,12.0,14.0,15.0,16.0,17.0,17.0,0.0
23131,Iowa,Taxes on production and imports,711-712,"Performing arts, spectator sports, museums, and related activities",89.0,78.0,88.0,100.0,110.0,107.0,100.0,107.0,125.0,137.0,0.0
23132,Iowa,Taxes on production and imports,713,"Amusements, gambling, and recreation industries",161.0,172.0,199.0,250.0,229.0,220.0,231.0,229.0,252.0,219.0,0.0
23134,Iowa,Taxes on production and imports,721,Accommodation,121.0,132.0,135.0,148.0,162.0,161.0,167.0,181.0,211.0,244.0,0.0
23135,Iowa,Taxes on production and imports,722,Food services and drinking places,178.0,194.0,198.0,211.0,231.0,246.0,256.0,234.0,254.0,249.0,0.0
23136,Iowa,Taxes on production and imports,81,"Other services, except government",155.0,166.0,168.0,176.0,197.0,214.0,220.0,232.0,250.0,248.0,0.0
23137,Iowa,Taxes on production and imports,92,Government,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,0.0
23138,Iowa,Taxes on production and imports,...,Federal civilian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23139,Iowa,Taxes on production and imports,...,Federal military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23140,Iowa,Taxes on production and imports,...,State and local,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,0.0
23142,Iowa,Taxes on production and imports,"42, 44-45",Trade,2252.0,2518.0,2589.0,2616.0,2837.0,2812.0,2891.0,3041.0,3226.0,3239.0,0.0
23143,Iowa,Taxes on production and imports,...,Transportation and utilities,497.0,490.0,521.0,561.0,554.0,587.0,611.0,681.0,773.0,760.0,0.0
23149,Kansas,Taxes on production and imports,111-112,Farms,201.0,211.0,222.0,248.0,253.0,256.0,295.0,266.0,276.0,281.0,0.0
23150,Kansas,Taxes on production and imports,113-115,"Forestry, fishing, and related activities",8.0,8.0,8.0,9.0,10.0,10.0,12.0,14.0,16.0,16.0,0.0
23152,Kansas,Taxes on production and imports,211,Oil and gas extraction,249.0,305.0,362.0,383.0,469.0,306.0,315.0,371.0,352.0,364.0,0.0
23153,Kansas,Taxes on production and imports,212,"Mining, except oil and gas",14.0,14.0,16.0,16.0,13.0,14.0,14.0,14.0,16.0,17.0,0.0
23154,Kansas,Taxes on production and imports,213,Support activities for mining,23.0,24.0,31.0,36.0,35.0,31.0,31.0,35.0,47.0,41.0,0.0
23155,Kansas,Taxes on production and imports,22,Utilities,412.0,401.0,422.0,455.0,428.0,477.0,499.0,558.0,547.0,538.0,0.0
23156,Kansas,Taxes on production and imports,23,Construction,61.0,61.0,63.0,66.0,66.0,68.0,66.0,69.0,71.0,72.0,0.0
23159,Kansas,Taxes on production and imports,321,Wood products manufacturing,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0
23160,Kansas,Taxes on production and imports,327,Nonmetallic mineral products manufacturing,19.0,18.0,19.0,19.0,20.0,23.0,21.0,20.0,19.0,18.0,0.0
23161,Kansas,Taxes on production and imports,331,Primary metals manufacturing,14.0,13.0,14.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,0.0
23162,Kansas,Taxes on production and imports,332,Fabricated metal products,21.0,20.0,21.0,23.0,25.0,27.0,25.0,26.0,26.0,31.0,0.0
23163,Kansas,Taxes on production and imports,333,Machinery manufacturing,44.0,40.0,41.0,46.0,46.0,49.0,48.0,49.0,51.0,53.0,0.0
23164,Kansas,Taxes on production and imports,334,Computer and electronic products manufacturing,25.0,25.0,26.0,30.0,39.0,42.0,41.0,39.0,39.0,40.0,0.0
23165,Kansas,Taxes on production and imports,335,"Electrical equipment, appliance, and components manufacturing",11.0,11.0,9.0,9.0,10.0,11.0,10.0,10.0,9.0,8.0,0.0
23166,Kansas,Taxes on production and imports,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",24.0,20.0,24.0,23.0,34.0,36.0,41.0,39.0,37.0,34.0,0.0
23167,Kansas,Taxes on production and imports,"3364-3366, 3369",Other transportation equipment manufacturing,114.0,111.0,125.0,133.0,132.0,133.0,117.0,109.0,110.0,107.0,0.0
23168,Kansas,Taxes on production and imports,337,Furniture and related products manufacturing,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,0.0
23169,Kansas,Taxes on production and imports,339,Miscellaneous manufacturing,12.0,11.0,11.0,11.0,14.0,15.0,13.0,14.0,13.0,14.0,0.0
23171,Kansas,Taxes on production and imports,311-312,Food and beverage and tobacco products manufacturing,93.0,83.0,84.0,90.0,92.0,99.0,101.0,107.0,106.0,112.0,0.0
23172,Kansas,Taxes on production and imports,313-314,Textile mills and textile product mills,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0
23173,Kansas,Taxes on production and imports,315-316,Apparel and leather and allied products manufacturing,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0
23174,Kansas,Taxes on production and imports,322,Paper products manufacturing,13.0,11.0,11.0,11.0,10.0,12.0,11.0,10.0,10.0,11.0,0.0
23175,Kansas,Taxes on production and imports,323,Printing and related support activities,18.0,16.0,17.0,17.0,15.0,17.0,17.0,15.0,15.0,14.0,0.0
23176,Kansas,Taxes on production and imports,324,Petroleum and coal products manufacturing,36.0,36.0,40.0,45.0,48.0,58.0,56.0,63.0,56.0,60.0,0.0
23177,Kansas,Taxes on production and imports,325,Chemical products manufacturing,40.0,39.0,38.0,38.0,75.0,89.0,91.0,86.0,86.0,88.0,0.0
23178,Kansas,Taxes on production and imports,326,Plastics and rubber products manufacturing,35.0,35.0,31.0,36.0,35.0,34.0,35.0,41.0,36.0,39.0,0.0
23179,Kansas,Taxes on production and imports,42,Wholesale trade,1274.0,1334.0,1335.0,1279.0,1236.0,1176.0,1209.0,1300.0,1356.0,1376.0,0.0
23180,Kansas,Taxes on production and imports,44-45,Retail trade,1784.0,1912.0,2058.0,2104.0,2073.0,2050.0,2094.0,2434.0,2517.0,2359.0,0.0
23182,Kansas,Taxes on production and imports,481,Air transportation,16.0,15.0,14.0,14.0,14.0,12.0,11.0,13.0,13.0,13.0,0.0
23183,Kansas,Taxes on production and imports,482,Rail transportation,155.0,162.0,204.0,200.0,234.0,241.0,249.0,270.0,271.0,270.0,0.0
23184,Kansas,Taxes on production and imports,483,Water transportation,,,,,,,,,,,0.0
23185,Kansas,Taxes on production and imports,484,Truck transportation,27.0,28.0,30.0,30.0,36.0,37.0,35.0,38.0,40.0,41.0,0.0
23186,Kansas,Taxes on production and imports,485,Transit and ground passenger transportation,7.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,0.0
23187,Kansas,Taxes on production and imports,486,Pipeline transportation,56.0,54.0,50.0,52.0,55.0,55.0,52.0,51.0,52.0,66.0,0.0
23188,Kansas,Taxes on production and imports,"487-488, 492",Other transportation and support activities,13.0,11.0,11.0,19.0,18.0,20.0,19.0,22.0,23.0,23.0,0.0
23189,Kansas,Taxes on production and imports,493,Warehousing and storage,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,0.0
23191,Kansas,Taxes on production and imports,511,"Publishing industries, except Internet (includes software)",12.0,12.0,12.0,12.0,23.0,24.0,24.0,22.0,21.0,21.0,0.0
23192,Kansas,Taxes on production and imports,512,Motion picture and sound recording industries,11.0,11.0,12.0,11.0,15.0,17.0,16.0,17.0,18.0,19.0,0.0
23193,Kansas,Taxes on production and imports,"515, 517",Broadcasting and telecommunications,693.0,677.0,649.0,657.0,624.0,589.0,560.0,636.0,649.0,526.0,0.0
23194,Kansas,Taxes on production and imports,"518, 519","Data processing, internet publishing, and other information services",4.0,4.0,5.0,5.0,9.0,9.0,7.0,8.0,8.0,7.0,0.0
23197,Kansas,Taxes on production and imports,521-522,"Federal Reserve banks, credit intermediation, and related services",116.0,108.0,111.0,113.0,115.0,129.0,120.0,120.0,124.0,122.0,0.0
23198,Kansas,Taxes on production and imports,523,"Securities, commodity contracts, and investments",9.0,13.0,15.0,22.0,23.0,21.0,22.0,20.0,21.0,22.0,0.0
23200,Kansas,Taxes on production and imports,525,"Funds, trusts, and other financial vehicles",13.0,11.0,13.0,35.0,29.0,22.0,23.0,30.0,7.0,4.0,0.0
23202,Kansas,Taxes on production and imports,531,Real estate,956.0,986.0,991.0,1021.0,1068.0,1136.0,1144.0,1163.0,1154.0,1209.0,0.0
23203,Kansas,Taxes on production and imports,532-533,Rental and leasing services and lessors of intangible assets,142.0,151.0,170.0,176.0,156.0,159.0,162.0,180.0,197.0,197.0,0.0
23206,Kansas,Taxes on production and imports,5411,Legal services,4.0,15.0,23.0,44.0,39.0,35.0,41.0,28.0,42.0,50.0,0.0
23207,Kansas,Taxes on production and imports,5415,Computer systems design and related services,16.0,16.0,18.0,18.0,17.0,18.0,18.0,19.0,20.0,18.0,0.0
23208,Kansas,Taxes on production and imports,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",42.0,43.0,44.0,48.0,60.0,68.0,67.0,70.0,70.0,72.0,0.0
23209,Kansas,Taxes on production and imports,55,Management of companies and enterprises,42.0,44.0,53.0,54.0,54.0,54.0,55.0,54.0,50.0,51.0,0.0
23211,Kansas,Taxes on production and imports,561,Administrative and support services,44.0,49.0,54.0,53.0,49.0,50.0,51.0,58.0,63.0,62.0,0.0
23212,Kansas,Taxes on production and imports,562,Waste management and remediation services,15.0,15.0,16.0,17.0,14.0,14.0,14.0,14.0,15.0,14.0,0.0
23214,Kansas,Taxes on production and imports,61,Educational services,37.0,36.0,38.0,40.0,43.0,48.0,46.0,49.0,51.0,51.0,0.0
23216,Kansas,Taxes on production and imports,621,Ambulatory health care services,61.0,57.0,59.0,62.0,50.0,54.0,52.0,53.0,54.0,53.0,0.0
23217,Kansas,Taxes on production and imports,622-623,Hospitals and nursing and residential care facilities,132.0,125.0,133.0,139.0,130.0,145.0,143.0,144.0,153.0,159.0,0.0
23218,Kansas,Taxes on production and imports,624,Social assistance,8.0,7.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,0.0
23221,Kansas,Taxes on production and imports,711-712,"Performing arts, spectator sports, museums, and related activities",11.0,10.0,10.0,10.0,11.0,10.0,10.0,12.0,12.0,13.0,0.0
23222,Kansas,Taxes on production and imports,713,"Amusements, gambling, and recreation industries",61.0,63.0,71.0,69.0,67.0,68.0,69.0,80.0,101.0,92.0,0.0
23224,Kansas,Taxes on production and imports,721,Accommodation,81.0,85.0,92.0,96.0,95.0,94.0,97.0,115.0,122.0,126.0,0.0
23225,Kansas,Taxes on production and imports,722,Food services and drinking places,269.0,289.0,312.0,323.0,321.0,329.0,333.0,334.0,350.0,329.0,0.0
23226,Kansas,Taxes on production and imports,81,"Other services, except government",162.0,166.0,175.0,178.0,178.0,181.0,179.0,197.0,200.0,191.0,0.0
23227,Kansas,Taxes on production and imports,92,Government,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
23228,Kansas,Taxes on production and imports,...,Federal civilian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23229,Kansas,Taxes on production and imports,...,Federal military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23230,Kansas,Taxes on production and imports,...,State and local,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
23232,Kansas,Taxes on production and imports,"42, 44-45",Trade,3059.0,3246.0,3394.0,3383.0,3309.0,3226.0,3303.0,3734.0,3873.0,3735.0,0.0
23233,Kansas,Taxes on production and imports,...,Transportation and utilities,693.0,684.0,745.0,784.0,798.0,859.0,882.0,967.0,961.0,967.0,0.0
23239,Kentucky,Taxes on production and imports,111-112,Farms,78.0,84.0,86.0,104.0,100.0,93.0,91.0,105.0,108.0,111.0,0.0
23240,Kentucky,Taxes on production and imports,113-115,"Forestry, fishing, and related activities",8.0,8.0,10.0,9.0,10.0,9.0,10.0,11.0,11.0,11.0,0.0
23242,Kentucky,Taxes on production and imports,211,Oil and gas extraction,37.0,52.0,61.0,66.0,77.0,61.0,62.0,67.0,56.0,57.0,0.0
23243,Kentucky,Taxes on production and imports,212,"Mining, except oil and gas",397.0,468.0,503.0,550.0,566.0,464.0,559.0,656.0,585.0,591.0,0.0
23244,Kentucky,Taxes on production and imports,213,Support activities for mining,4.0,5.0,6.0,7.0,8.0,10.0,10.0,10.0,11.0,10.0,0.0
23245,Kentucky,Taxes on production and imports,22,Utilities,350.0,375.0,415.0,446.0,447.0,466.0,481.0,496.0,514.0,507.0,0.0
23246,Kentucky,Taxes on production and imports,23,Construction,52.0,53.0,59.0,52.0,54.0,55.0,53.0,52.0,53.0,54.0,0.0
23249,Kentucky,Taxes on production and imports,321,Wood products manufacturing,14.0,15.0,17.0,16.0,15.0,15.0,14.0,15.0,14.0,13.0,0.0
23250,Kentucky,Taxes on production and imports,327,Nonmetallic mineral products manufacturing,15.0,14.0,16.0,15.0,15.0,16.0,17.0,17.0,17.0,17.0,0.0
23251,Kentucky,Taxes on production and imports,331,Primary metals manufacturing,57.0,57.0,64.0,62.0,62.0,63.0,64.0,65.0,65.0,65.0,0.0
23252,Kentucky,Taxes on production and imports,332,Fabricated metal products,27.0,26.0,26.0,24.0,24.0,25.0,25.0,46.0,49.0,54.0,0.0
23253,Kentucky,Taxes on production and imports,333,Machinery manufacturing,35.0,37.0,40.0,35.0,35.0,35.0,35.0,36.0,38.0,38.0,0.0
23254,Kentucky,Taxes on production and imports,334,Computer and electronic products manufacturing,24.0,23.0,20.0,19.0,22.0,23.0,20.0,23.0,24.0,23.0,0.0
23255,Kentucky,Taxes on production and imports,335,"Electrical equipment, appliance, and components manufacturing",19.0,27.0,21.0,16.0,21.0,22.0,21.0,22.0,24.0,26.0,0.0
23256,Kentucky,Taxes on production and imports,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",84.0,85.0,87.0,85.0,101.0,106.0,107.0,111.0,130.0,138.0,0.0
23257,Kentucky,Taxes on production and imports,"3364-3366, 3369",Other transportation equipment manufacturing,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,0.0
23258,Kentucky,Taxes on production and imports,337,Furniture and related products manufacturing,8.0,9.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,0.0
23259,Kentucky,Taxes on production and imports,339,Miscellaneous manufacturing,9.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,11.0,13.0,0.0
23261,Kentucky,Taxes on production and imports,311-312,Food and beverage and tobacco products manufacturing,1432.0,1509.0,1513.0,1490.0,1685.0,1778.0,2063.0,2012.0,2277.0,2261.0,0.0
23262,Kentucky,Taxes on production and imports,313-314,Textile mills and textile product mills,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0
23263,Kentucky,Taxes on production and imports,315-316,Apparel and leather and allied products manufacturing,7.0,7.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0
23264,Kentucky,Taxes on production and imports,322,Paper products manufacturing,24.0,24.0,26.0,26.0,25.0,26.0,27.0,26.0,27.0,28.0,0.0
23265,Kentucky,Taxes on production and imports,323,Printing and related support activities,12.0,13.0,15.0,13.0,12.0,13.0,13.0,12.0,12.0,12.0,0.0
23266,Kentucky,Taxes on production and imports,324,Petroleum and coal products manufacturing,19.0,20.0,23.0,23.0,25.0,27.0,28.0,30.0,30.0,32.0,0.0
23267,Kentucky,Taxes on production and imports,325,Chemical products manufacturing,50.0,50.0,51.0,51.0,89.0,96.0,100.0,237.0,248.0,276.0,0.0
23268,Kentucky,Taxes on production and imports,326,Plastics and rubber products manufacturing,26.0,20.0,24.0,23.0,22.0,23.0,22.0,22.0,23.0,28.0,0.0
23269,Kentucky,Taxes on production and imports,42,Wholesale trade,1970.0,2147.0,2423.0,2382.0,2445.0,2264.0,2523.0,2695.0,2830.0,2865.0,0.0
23270,Kentucky,Taxes on production and imports,44-45,Retail trade,1505.0,1723.0,1716.0,1757.0,1761.0,1710.0,1795.0,1812.0,1805.0,1726.0,0.0
23272,Kentucky,Taxes on production and imports,481,Air transportation,80.0,80.0,62.0,95.0,66.0,67.0,55.0,55.0,51.0,50.0,0.0
23273,Kentucky,Taxes on production and imports,482,Rail transportation,15.0,15.0,13.0,13.0,15.0,15.0,15.0,18.0,21.0,21.0,0.0
23274,Kentucky,Taxes on production and imports,483,Water transportation,10.0,11.0,13.0,14.0,11.0,12.0,14.0,16.0,16.0,21.0,0.0
23275,Kentucky,Taxes on production and imports,484,Truck transportation,26.0,31.0,34.0,31.0,35.0,35.0,35.0,38.0,39.0,40.0,0.0
23276,Kentucky,Taxes on production and imports,485,Transit and ground passenger transportation,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,0.0
23277,Kentucky,Taxes on production and imports,486,Pipeline transportation,23.0,28.0,29.0,30.0,34.0,33.0,33.0,33.0,32.0,38.0,0.0
23278,Kentucky,Taxes on production and imports,"487-488, 492",Other transportation and support activities,20.0,18.0,19.0,36.0,34.0,38.0,38.0,38.0,40.0,38.0,0.0
23279,Kentucky,Taxes on production and imports,493,Warehousing and storage,6.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,0.0
23281,Kentucky,Taxes on production and imports,511,"Publishing industries, except Internet (includes software)",14.0,14.0,14.0,13.0,16.0,16.0,15.0,16.0,15.0,15.0,0.0
23282,Kentucky,Taxes on production and imports,512,Motion picture and sound recording industries,4.0,6.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0
23283,Kentucky,Taxes on production and imports,"515, 517",Broadcasting and telecommunications,641.0,688.0,681.0,712.0,680.0,668.0,679.0,711.0,709.0,574.0,0.0
23284,Kentucky,Taxes on production and imports,"518, 519","Data processing, internet publishing, and other information services",4.0,5.0,4.0,5.0,8.0,8.0,9.0,12.0,11.0,10.0,0.0
23287,Kentucky,Taxes on production and imports,521-522,"Federal Reserve banks, credit intermediation, and related services",69.0,70.0,75.0,76.0,91.0,98.0,97.0,102.0,106.0,108.0,0.0
23288,Kentucky,Taxes on production and imports,523,"Securities, commodity contracts, and investments",19.0,21.0,25.0,16.0,19.0,20.0,18.0,20.0,18.0,18.0,0.0
23290,Kentucky,Taxes on production and imports,525,"Funds, trusts, and other financial vehicles",13.0,15.0,16.0,11.0,13.0,13.0,12.0,20.0,7.0,6.0,0.0
23292,Kentucky,Taxes on production and imports,531,Real estate,921.0,974.0,1041.0,1082.0,1117.0,1163.0,1165.0,1178.0,1261.0,1249.0,0.0
23293,Kentucky,Taxes on production and imports,532-533,Rental and leasing services and lessors of intangible assets,106.0,126.0,122.0,124.0,107.0,102.0,105.0,102.0,101.0,111.0,0.0
23296,Kentucky,Taxes on production and imports,5411,Legal services,12.0,10.0,10.0,22.0,18.0,17.0,18.0,17.0,18.0,21.0,0.0
23297,Kentucky,Taxes on production and imports,5415,Computer systems design and related services,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,0.0
23298,Kentucky,Taxes on production and imports,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",27.0,30.0,29.0,29.0,36.0,39.0,39.0,41.0,40.0,41.0,0.0
23299,Kentucky,Taxes on production and imports,55,Management of companies and enterprises,51.0,50.0,50.0,50.0,51.0,47.0,45.0,47.0,46.0,44.0,0.0
23301,Kentucky,Taxes on production and imports,561,Administrative and support services,17.0,19.0,20.0,19.0,19.0,19.0,21.0,22.0,25.0,25.0,0.0
23302,Kentucky,Taxes on production and imports,562,Waste management and remediation services,9.0,10.0,11.0,11.0,11.0,12.0,13.0,13.0,14.0,13.0,0.0
23304,Kentucky,Taxes on production and imports,61,Educational services,21.0,22.0,23.0,24.0,26.0,28.0,30.0,30.0,32.0,32.0,0.0
23306,Kentucky,Taxes on production and imports,621,Ambulatory health care services,69.0,74.0,85.0,78.0,71.0,75.0,76.0,78.0,83.0,83.0,0.0
23307,Kentucky,Taxes on production and imports,622-623,Hospitals and nursing and residential care facilities,259.0,335.0,318.0,319.0,302.0,297.0,321.0,316.0,304.0,329.0,0.0
23308,Kentucky,Taxes on production and imports,624,Social assistance,7.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0,0.0
23311,Kentucky,Taxes on production and imports,711-712,"Performing arts, spectator sports, museums, and related activities",25.0,18.0,16.0,12.0,13.0,13.0,8.0,13.0,13.0,14.0,0.0
23312,Kentucky,Taxes on production and imports,713,"Amusements, gambling, and recreation industries",62.0,59.0,62.0,55.0,54.0,52.0,51.0,52.0,61.0,53.0,0.0
23314,Kentucky,Taxes on production and imports,721,Accommodation,190.0,215.0,202.0,200.0,203.0,188.0,185.0,184.0,186.0,192.0,0.0
23315,Kentucky,Taxes on production and imports,722,Food services and drinking places,404.0,453.0,440.0,440.0,447.0,445.0,456.0,412.0,421.0,392.0,0.0
23316,Kentucky,Taxes on production and imports,81,"Other services, except government",99.0,105.0,111.0,112.0,117.0,118.0,120.0,126.0,131.0,127.0,0.0
23317,Kentucky,Taxes on production and imports,92,Government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23318,Kentucky,Taxes on production and imports,...,Federal civilian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23319,Kentucky,Taxes on production and imports,...,Federal military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23320,Kentucky,Taxes on production and imports,...,State and local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23322,Kentucky,Taxes on production and imports,"42, 44-45",Trade,3475.0,3870.0,4139.0,4139.0,4206.0,3974.0,4319.0,4507.0,4635.0,4591.0,0.0
23323,Kentucky,Taxes on production and imports,...,Transportation and utilities,534.0,570.0,598.0,677.0,655.0,680.0,685.0,707.0,728.0,731.0,0.0
23329,Louisiana,Taxes on production and imports,111-112,Farms,34.0,38.0,39.0,50.0,44.0,41.0,41.0,45.0,47.0,48.0,0.0
23330,Louisiana,Taxes on production and imports,113-115,"Forestry, fishing, and related activities",30.0,41.0,40.0,53.0,68.0,49.0,44.0,48.0,51.0,52.0,0.0
23332,Louisiana,Taxes on production and imports,211,Oil and gas extraction,884.0,1251.0,1189.0,1548.0,1796.0,1145.0,1359.0,1478.0,1456.0,1489.0,0.0
23333,Louisiana,Taxes on production and imports,212,"Mining, except oil and gas",23.0,28.0,35.0,35.0,33.0,30.0,32.0,35.0,36.0,36.0,0.0
23334,Louisiana,Taxes on production and imports,213,Support activities for mining,80.0,88.0,109.0,117.0,113.0,133.0,131.0,129.0,145.0,131.0,0.0
23335,Louisiana,Taxes on production and imports,22,Utilities,503.0,527.0,537.0,473.0,439.0,449.0,464.0,485.0,489.0,470.0,0.0
23336,Louisiana,Taxes on production and imports,23,Construction,63.0,71.0,90.0,95.0,89.0,95.0,91.0,93.0,94.0,95.0,0.0
23339,Louisiana,Taxes on production and imports,321,Wood products manufacturing,10.0,11.0,13.0,14.0,11.0,11.0,10.0,10.0,10.0,9.0,0.0
23340,Louisiana,Taxes on production and imports,327,Nonmetallic mineral products manufacturing,7.0,8.0,9.0,10.0,9.0,11.0,11.0,11.0,11.0,10.0,0.0
23341,Louisiana,Taxes on production and imports,331,Primary metals manufacturing,8.0,9.0,10.0,10.0,12.0,11.0,11.0,12.0,13.0,13.0,0.0
23342,Louisiana,Taxes on production and imports,332,Fabricated metal products,22.0,25.0,29.0,37.0,31.0,32.0,29.0,30.0,34.0,39.0,0.0
23343,Louisiana,Taxes on production and imports,333,Machinery manufacturing,20.0,22.0,26.0,30.0,27.0,30.0,29.0,31.0,32.0,32.0,0.0
23344,Louisiana,Taxes on production and imports,334,Computer and electronic products manufacturing,5.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0,0.0
23345,Louisiana,Taxes on production and imports,335,"Electrical equipment, appliance, and components manufacturing",2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
23346,Louisiana,Taxes on production and imports,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",17.0,16.0,19.0,14.0,11.0,8.0,6.0,6.0,5.0,3.0,0.0
23347,Louisiana,Taxes on production and imports,"3364-3366, 3369",Other transportation equipment manufacturing,32.0,35.0,39.0,45.0,36.0,38.0,32.0,27.0,27.0,25.0,0.0
23348,Louisiana,Taxes on production and imports,337,Furniture and related products manufacturing,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23349,Louisiana,Taxes on production and imports,339,Miscellaneous manufacturing,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,9.0,0.0
23351,Louisiana,Taxes on production and imports,311-312,Food and beverage and tobacco products manufacturing,57.0,58.0,52.0,56.0,55.0,81.0,97.0,99.0,100.0,109.0,0.0
23352,Louisiana,Taxes on production and imports,313-314,Textile mills and textile product mills,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23353,Louisiana,Taxes on production and imports,315-316,Apparel and leather and allied products manufacturing,1.0,1.0,1.0,1.0,,,,,,,0.0
23354,Louisiana,Taxes on production and imports,322,Paper products manufacturing,28.0,29.0,30.0,29.0,25.0,27.0,25.0,24.0,24.0,24.0,0.0
23355,Louisiana,Taxes on production and imports,323,Printing and related support activities,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0
23356,Louisiana,Taxes on production and imports,324,Petroleum and coal products manufacturing,126.0,151.0,183.0,201.0,208.0,241.0,257.0,261.0,249.0,259.0,0.0
23357,Louisiana,Taxes on production and imports,325,Chemical products manufacturing,110.0,126.0,134.0,142.0,190.0,220.0,225.0,812.0,914.0,990.0,0.0
